LoopCnt,H10Mode,H10AssistLevel,ImuHubConnected,LeftHipAngle,RightHipAngle,LeftThighAngle,RightThighAngle,LeftHipTorque,RightHipTorque,LeftHipMotorAngle,RightHipMotorAngle,LeftHipImuGlobalAccX,LeftHipImuGlobalAccY,LeftHipImuGlobalAccZ,LeftHipImuGlobalGyrX,LeftHipImuGlobalGyrY,LeftHipImuGlobalGyrZ,RightHipImuGlobalAccX,RightHipImuGlobalAccY,RightHipImuGlobalAccZ,RightHipImuGlobalGyrX,RightHipImuGlobalGyrY,RightHipImuGlobalGyrZ,HeadIMU_LocalAccX,HeadIMU_LocalAccY,HeadIMU_LocalAccZ,HeadIMU_LocalGyrX,HeadIMU_LocalGyrY,HeadIMU_LocalGyrZ,HeadIMU_QuatW,HeadIMU_QuatX,HeadIMU_QuatY,HeadIMU_QuatZ,Pelvis_IMU_QuatW,Pelvis_IMU_QuatX,Pelvis_IMU_QuatY,Pelvis_IMU_QuatZ,Pelvis_IMU_AccX,Pelvis_IMU_AccY,Pelvis_IMU_AccZ,Pelvis_IMU_GyrX,Pelvis_IMU_GyrY,Pelvis_IMU_GyrZ,L_Upperarm_IMU_QuatW,L_Upperarm_IMU_QuatX,L_Upperarm_IMU_QuatY,L_Upperarm_IMU_QuatZ,L_Upperarm_IMU_AccX,L_Upperarm_IMU_AccY,L_Upperarm_IMU_AccZ,L_Upperarm_IMU_GyrX,L_Upperarm_IMU_GyrY,L_Upperarm_IMU_GyrZ,L_Lowerarm_IMU_QuatW,L_Lowerarm_IMU_QuatX,L_Lowerarm_IMU_QuatY,L_Lowerarm_IMU_QuatZ,L_Lowerarm_IMU_AccX,L_Lowerarm_IMU_AccY,L_Lowerarm_IMU_AccZ,L_Lowerarm_IMU_GyrX,L_Lowerarm_IMU_GyrY,L_Lowerarm_IMU_GyrZ,Chest_IMU_QuatW,Chest_IMU_QuatX,Chest_IMU_QuatY,Chest_IMU_QuatZ,Chest_IMU_AccX,Chest_IMU_AccY,Chest_IMU_AccZ,Chest_IMU_GyrX,Chest_IMU_GyrY,Chest_IMU_GyrZ,R_Upperarm_IMU_QuatW,R_Upperarm_IMU_QuatX,R_Upperarm_IMU_QuatY,R_Upperarm_IMU_QuatZ,R_Upperarm_IMU_AccX,R_Upperarm_IMU_AccY,R_Upperarm_IMU_AccZ,R_Upperarm_IMU_GyrX,R_Upperarm_IMU_GyrY,R_Upperarm_IMU_GyrZ,R_Lowerarm_IMU_QuatW,R_Lowerarm_IMU_QuatX,R_Lowerarm_IMU_QuatY,R_Lowerarm_IMU_QuatZ,R_Lowerarm_IMU_AccX,R_Lowerarm_IMU_AccY,R_Lowerarm_IMU_AccZ,R_Lowerarm_IMU_GyrX,R_Lowerarm_IMU_GyrY,R_Lowerarm_IMU_GyrZ
526541,0,0,1,-22.2583,-15.4468,-9.624,-2.8125,0.0183,0.0037,-23.6865,-18.0396,0.0048,9.7252,0.0311,-0.3967,-1.8311,0,0.0048,9.7252,0.0311,-0.3967,-1.8311,0,-7.8392,1.3993,5.5914,-0.0404,-0.1047,-0.0033,0.4974,-0.3318,0.3247,0.7329,0.567,0.4079,0.5854,-0.4114,-9.72,-0.13,-0.28,0,0,0,0.4045,0.6066,0.468,0.4992,2.3,9.35,-1.62,0,0,0,0.2959,0.5561,0.4849,0.6065,3.76,8.98,-0.85,0,0,0,-0.4993,-0.4932,-0.5208,0.4859,-9.79,-0.1,-0.23,0,0,0,-0.4221,-0.5757,0.4388,0.5455,-2.46,9.41,-0.56,0,0,0,0.5144,0.6441,0.2014,0.529,4.71,8.48,0.84,0,0,0
526542,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,0.0128,0,-23.6646,-18.0396,0.0766,9.7252,0.0694,-0.4578,-2.1667,-0.1526,0.0766,9.7252,0.0694,-0.4578,-2.1667,-0.1526,-7.8425,1.3869,5.5887,-0.0451,-0.0991,-0.0041,0.4974,-0.3316,0.3245,0.733,0.567,0.4079,0.5854,-0.4114,-9.72,-0.13,-0.28,0,0,0,0.4045,0.6066,0.468,0.4992,2.31,9.34,-1.61,0,0,0,0.2959,0.5561,0.4849,0.6065,3.74,8.98,-0.86,0,0,0,-0.4993,-0.4931,-0.5208,0.4859,-9.76,-0.1,-0.22,0,0,0,-0.4221,-0.5757,0.4388,0.5455,-2.46,9.41,-0.54,0,0,0,0.5143,0.644,0.2014,0.5291,4.71,8.51,0.85,0,0,0
526543,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,-0.0128,0,-23.6646,-18.0396,0.0335,9.7252,0.0215,-0.4883,-2.0447,-0.2136,0.0335,9.7252,0.0215,-0.4883,-2.0447,-0.2136,-7.8425,1.3869,5.5887,-0.0451,-0.0991,-0.0041,0.4974,-0.3316,0.3245,0.733,0.567,0.408,0.5854,-0.4114,-9.72,-0.14,-0.27,0,0,0,0.4045,0.6066,0.468,0.4993,2.32,9.33,-1.58,0,0,0,0.296,0.5561,0.4849,0.6065,3.75,9.03,-0.89,0,0,0,-0.4993,-0.4931,-0.5208,0.4859,-9.76,-0.1,-0.22,0,0,0,-0.4221,-0.5758,0.4388,0.5455,-2.48,9.42,-0.54,0,0,0,0.5143,0.644,0.2014,0.5291,4.71,8.51,0.85,0,0,0
526544,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,0.011,-0.0055,-23.6646,-18.0396,0,9.7683,0.0599,-0.3662,-1.8616,-0.1526,0,9.7683,0.0599,-0.3662,-1.8616,-0.1526,-7.8251,1.3858,5.6272,-0.0491,-0.0958,0.0003,0.4974,-0.3315,0.3243,0.7331,0.5669,0.408,0.5854,-0.4114,-9.73,-0.15,-0.28,0,0,0,0.4045,0.6065,0.468,0.4993,2.32,9.33,-1.53,0,0,0,0.296,0.5561,0.4849,0.6065,3.75,9.01,-0.88,0,0,0,-0.4993,-0.4931,-0.5208,0.4859,-9.77,-0.08,-0.22,0,0,0,-0.4222,-0.5758,0.4388,0.5455,-2.48,9.43,-0.55,0,0,0,0.5143,0.644,0.2015,0.5291,4.7,8.52,0.89,0,0,0
526545,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,-0.0092,-0.0256,-23.6646,-18.0396,0.0527,9.7731,0.0814,-0.2747,-1.7395,-0.3052,0.0527,9.7731,0.0814,-0.2747,-1.7395,-0.3052,-7.8251,1.3858,5.6272,-0.0491,-0.0958,0.0003,0.4974,-0.3315,0.3243,0.7331,0.5669,0.408,0.5854,-0.4114,-9.71,-0.13,-0.25,0,0,0,0.4045,0.6065,0.468,0.4993,2.34,9.37,-1.52,0,0,0,0.296,0.5561,0.4848,0.6065,3.75,9.04,-0.86,0,0,0,-0.4994,-0.4931,-0.5208,0.4859,-9.75,-0.08,-0.23,0,0,0,-0.4222,-0.5758,0.4388,0.5455,-2.48,9.43,-0.55,0,0,0,0.5143,0.644,0.2015,0.5291,4.66,8.51,0.86,0,0,0
526546,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,0.0018,-0.0165,-23.6646,-18.0396,0.0263,9.7444,0.0144,-0.4272,-2.0142,-0.4578,0.0263,9.7444,0.0144,-0.4272,-2.0142,-0.4578,-7.8251,1.3858,5.6272,-0.0491,-0.0958,0.0003,0.4974,-0.3315,0.3243,0.7331,0.5669,0.408,0.5854,-0.4114,-9.74,-0.11,-0.23,0,0,0,0.4045,0.6065,0.468,0.4993,2.34,9.37,-1.52,0,0,0,0.296,0.5561,0.4848,0.6065,3.75,9.04,-0.86,0,0,0,-0.4994,-0.4931,-0.5208,0.4858,-9.74,-0.09,-0.22,0,0,0,-0.4222,-0.5758,0.4387,0.5454,-2.49,9.43,-0.55,0,0,0,0.5143,0.6439,0.2016,0.5292,4.67,8.5,0.86,0,0,0
526547,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,-0.0092,0.0037,-23.6646,-18.0396,0.0215,9.7827,0.0479,-0.5188,-1.77,-0.0916,0.0215,9.7827,0.0479,-0.5188,-1.77,-0.0916,-7.8617,1.4147,5.6196,-0.0452,-0.0933,-0.0003,0.4975,-0.3314,0.3241,0.7332,0.5669,0.408,0.5854,-0.4114,-9.74,-0.11,-0.23,0,0,0,0.4045,0.6065,0.468,0.4994,2.36,9.35,-1.52,0,0,0,0.296,0.5561,0.4848,0.6065,3.75,9.04,-0.84,0,0,0,-0.4994,-0.4931,-0.5208,0.4858,-9.74,-0.09,-0.22,0,0,0,-0.4222,-0.5758,0.4387,0.5454,-2.5,9.44,-0.54,0,0,0,0.5143,0.6439,0.2016,0.5292,4.63,8.52,0.87,0,0,0
526548,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,0.0055,-0.0128,-23.6646,-18.0396,0.012,9.821,0.0694,-0.3357,-1.9531,-0.2441,0.012,9.821,0.0694,-0.3357,-1.9531,-0.2441,-7.8617,1.4147,5.6196,-0.0452,-0.0933,-0.0003,0.4975,-0.3314,0.3241,0.7332,0.5669,0.408,0.5854,-0.4113,-9.75,-0.15,-0.2,0,0,0,0.4045,0.6065,0.468,0.4994,2.35,9.36,-1.54,0,0,0,0.296,0.5561,0.4848,0.6066,3.76,9.05,-0.84,0,0,0,-0.4995,-0.493,-0.5208,0.4858,-9.72,-0.08,-0.21,0,0,0,-0.4222,-0.5759,0.4387,0.5454,-2.46,9.44,-0.52,0,0,0,0.5143,0.6439,0.2016,0.5292,4.63,8.52,0.87,0,0,0
526549,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,-0.0055,-0.0055,-23.6646,-18.0396,0.0024,9.8019,0.0838,-0.4578,-1.8311,-0.4578,0.0024,9.8019,0.0838,-0.4578,-1.8311,-0.4578,-7.88,1.361,5.5806,-0.0517,-0.0886,0.0011,0.4975,-0.3313,0.3239,0.7333,0.5669,0.408,0.5854,-0.4113,-9.76,-0.15,-0.18,0,0,0,0.4045,0.6065,0.468,0.4994,2.36,9.37,-1.56,0,0,0,0.296,0.5561,0.4848,0.6066,3.76,9.02,-0.85,0,0,0,-0.4995,-0.493,-0.5208,0.4858,-9.72,-0.11,-0.2,0,0,0,-0.4222,-0.5759,0.4387,0.5454,-2.46,9.44,-0.52,0,0,0,0.5142,0.6438,0.2017,0.5293,4.63,8.53,0.88,0,0,0
526550,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,-0.0092,-0.0037,-23.6646,-18.0396,0.0407,9.7875,0.0527,-0.4578,-2.0447,-0.3357,0.0407,9.7875,0.0527,-0.4578,-2.0447,-0.3357,-7.88,1.361,5.5806,-0.0517,-0.0886,0.0011,0.4975,-0.3313,0.3239,0.7333,0.5669,0.408,0.5855,-0.4113,-9.77,-0.15,-0.18,0,0,0,0.4044,0.6065,0.468,0.4994,2.37,9.37,-1.59,0,0,0,0.296,0.5561,0.4848,0.6066,3.75,9.02,-0.86,0,0,0,-0.4996,-0.493,-0.5208,0.4858,-9.74,-0.08,-0.22,0,0,0,-0.4222,-0.5759,0.4387,0.5454,-2.46,9.44,-0.52,0,0,0,0.5142,0.6438,0.2018,0.5293,4.63,8.54,0.88,0,0,0
526551,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,-0.0037,0.0128,-23.6646,-18.0396,0.0024,9.7971,0.0838,-0.3662,-2.0752,-0.3052,0.0024,9.7971,0.0838,-0.3662,-2.0752,-0.3052,-7.88,1.361,5.5806,-0.0517,-0.0886,0.0011,0.4975,-0.3313,0.3239,0.7333,0.5669,0.4081,0.5855,-0.4113,-9.78,-0.14,-0.15,0,0,0,0.4045,0.6065,0.4679,0.4994,2.34,9.36,-1.62,0,0,0,0.296,0.5561,0.4848,0.6066,3.75,9.02,-0.86,0,0,0,-0.4996,-0.4929,-0.5208,0.4857,-9.77,-0.08,-0.22,0,0,0,-0.4223,-0.576,0.4386,0.5453,-2.47,9.43,-0.51,0,0,0,0.5142,0.6438,0.2018,0.5294,4.62,8.55,0.88,0,0,0
526552,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,0.0128,0.0256,-23.6646,-18.0396,0.0455,9.7683,0.0335,-0.4578,-1.9836,-0.7324,0.0455,9.7683,0.0335,-0.4578,-1.9836,-0.7324,-7.8865,1.349,5.6164,-0.0525,-0.0797,0.0028,0.4975,-0.3313,0.3237,0.7335,0.5669,0.4081,0.5855,-0.4113,-9.78,-0.14,-0.15,0,0,0,0.4045,0.6065,0.4679,0.4994,2.34,9.36,-1.62,0,0,0,0.296,0.5561,0.4848,0.6066,3.74,9.01,-0.88,0,0,0,-0.4996,-0.4929,-0.5208,0.4857,-9.77,-0.08,-0.22,0,0,0,-0.4223,-0.576,0.4386,0.5453,-2.45,9.45,-0.52,0,0,0,0.5142,0.6437,0.2019,0.5294,4.63,8.57,0.88,0,0,0
526553,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,-0.0092,0.011,-23.6646,-18.0396,0.0144,9.7827,0.0192,-0.3662,-2.1362,-0.6714,0.0144,9.7827,0.0192,-0.3662,-2.1362,-0.6714,-7.8865,1.349,5.6164,-0.0525,-0.0797,0.0028,0.4975,-0.3313,0.3237,0.7335,0.5669,0.4081,0.5855,-0.4113,-9.77,-0.12,-0.17,0,0,0,0.4045,0.6065,0.4679,0.4994,2.3,9.35,-1.67,0,0,0,0.296,0.5561,0.4848,0.6066,3.75,9.02,-0.9,0,0,0,-0.4997,-0.4929,-0.5208,0.4857,-9.76,-0.06,-0.21,0,0,0,-0.4223,-0.576,0.4386,0.5453,-2.42,9.46,-0.53,0,0,0,0.5142,0.6437,0.2019,0.5294,4.63,8.57,0.88,0,0,0
526554,0,0,1,-22.2363,-15.4468,-9.6021,-2.8125,-0.0055,-0.0183,-23.6646,-18.0396,0.0335,9.8426,0.0694,-0.2136,-2.1973,-0.5493,0.0335,9.8426,0.0694,-0.2136,-2.1973,-0.5493,-7.8752,1.3332,5.6782,-0.0584,-0.0775,0.0036,0.4975,-0.3312,0.3235,0.7336,0.5669,0.4081,0.5855,-0.4113,-9.8,-0.15,-0.18,0,0,0,0.4045,0.6065,0.4679,0.4994,2.25,9.33,-1.72,0,0,0,0.296,0.5561,0.4848,0.6066,3.75,9.01,-0.91,0,0,0,-0.4997,-0.4929,-0.5208,0.4857,-9.77,-0.06,-0.19,0,0,0,-0.4223,-0.5761,0.4385,0.5452,-2.39,9.46,-0.51,0,0,0,0.5141,0.6437,0.2019,0.5295,4.63,8.56,0.88,0,0,0
526555,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,0.0055,0.022,-23.6646,-18.0396,-0.0239,9.7779,0.0455,-0.3357,-1.9531,-0.5493,-0.0239,9.7779,0.0455,-0.3357,-1.9531,-0.5493,-7.8752,1.3332,5.6782,-0.0584,-0.0775,0.0036,0.4975,-0.3312,0.3235,0.7336,0.5668,0.4081,0.5855,-0.4113,-9.82,-0.15,-0.18,0,0,0,0.4045,0.6066,0.4679,0.4994,2.22,9.35,-1.74,0,0,0,0.296,0.5561,0.4848,0.6066,3.75,9.01,-0.905,0,0,0,-0.4998,-0.4929,-0.5208,0.4857,-9.78,-0.05,-0.15,0,0,0,-0.4224,-0.5761,0.4385,0.5452,-2.39,9.44,-0.51,0,0,0,0.5141,0.6436,0.202,0.5295,4.64,8.56,0.88,0,0,0
526556,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,0.0018,0.022,-23.6646,-18.0396,0.0527,9.8426,0.1173,-0.4883,-2.3804,-0.7935,0.0527,9.8426,0.1173,-0.4883,-2.3804,-0.7935,-7.8752,1.3332,5.6782,-0.0584,-0.0775,0.0036,0.4975,-0.3312,0.3235,0.7336,0.5668,0.4081,0.5855,-0.4112,-9.8,-0.15,-0.19,0,0,0,0.4045,0.6066,0.4679,0.4994,2.22,9.35,-1.74,0,0,0,0.296,0.5561,0.4848,0.6066,3.75,9.01,-0.9,0,0,0,-0.4998,-0.4928,-0.5208,0.4856,-9.78,-0.09,-0.03,0,0,0,-0.4224,-0.5761,0.4385,0.5452,-2.39,9.44,-0.51,0,0,0,0.5141,0.6436,0.2021,0.5296,4.64,8.54,0.89,0,0,0
526557,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,-0.0055,0,-23.6646,-18.0396,0.079,9.8737,0.067,-0.3052,-1.709,-0.5188,0.079,9.8737,0.067,-0.3052,-1.709,-0.5188,-7.8513,1.3353,5.6798,-0.0624,-0.0742,0.0028,0.4975,-0.3311,0.3233,0.7337,0.5668,0.4081,0.5855,-0.4112,-9.8,-0.15,-0.19,0,0,0,0.4045,0.6066,0.4679,0.4994,2.2,9.36,-1.77,0,0,0,0.296,0.556,0.4848,0.6066,3.75,8.98,-0.91,0,0,0,-0.4998,-0.4928,-0.5208,0.4856,-9.78,-0.09,-0.03,0,0,0,-0.4224,-0.5761,0.4385,0.5452,-2.41,9.46,-0.51,0,0,0,0.5141,0.6436,0.2021,0.5296,4.64,8.54,0.89,0,0,0
526558,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,0.0092,0.0183,-23.6646,-18.0396,0.0383,9.7971,0.0694,-0.3357,-2.3804,-0.4578,0.0383,9.7971,0.0694,-0.3357,-2.3804,-0.4578,-7.8513,1.3353,5.6798,-0.0624,-0.0742,0.0028,0.4975,-0.3311,0.3233,0.7337,0.5668,0.4082,0.5855,-0.4112,-9.81,-0.16,-0.2,0,0,0,0.4045,0.6066,0.4678,0.4994,2.17,9.35,-1.78,0,0,0,0.2959,0.556,0.4848,0.6067,3.75,8.98,-0.89,0,0,0,-0.4998,-0.4928,-0.5208,0.4856,-9.77,-0.13,0,0,0,0,-0.4224,-0.5762,0.4384,0.5451,-2.39,9.47,-0.54,0,0,0,0.5141,0.6436,0.2021,0.5296,4.64,8.55,0.91,0,0,0
526559,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,-0.0018,-0.0146,-23.6646,-18.0396,0.0479,9.8138,0.067,-0.0305,-2.1057,-0.7324,0.0479,9.8138,0.067,-0.0305,-2.1057,-0.7324,-7.8496,1.3524,5.6793,-0.0583,-0.0674,0.0019,0.4975,-0.3311,0.3231,0.7338,0.5668,0.4082,0.5855,-0.4112,-9.82,-0.16,-0.22,0,0,0,0.4045,0.6065,0.4678,0.4994,2.16,9.39,-1.77,0,0,0,0.2959,0.556,0.4848,0.6067,3.72,8.97,-0.9,0,0,0,-0.4999,-0.4928,-0.5208,0.4856,-9.82,-0.1,-0.33,0,0,0,-0.4224,-0.5762,0.4384,0.5451,-2.38,9.46,-0.53,0,0,0,0.5141,0.6435,0.2022,0.5297,4.62,8.56,0.92,0,0,0
526560,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,-0.0146,0.0165,-23.6646,-18.0396,0.0335,9.8569,0.103,-0.3357,-2.1362,-0.5798,0.0335,9.8569,0.103,-0.3357,-2.1362,-0.5798,-7.8496,1.3524,5.6793,-0.0583,-0.0674,0.0019,0.4975,-0.3311,0.3231,0.7338,0.5668,0.4082,0.5856,-0.4111,-9.82,-0.18,-0.24,0,0,0,0.4045,0.6065,0.4678,0.4994,2.13,9.38,-1.77,0,0,0,0.2959,0.556,0.4848,0.6068,3.72,8.97,-0.9,0,0,0,-0.4999,-0.4928,-0.5208,0.4856,-9.84,-0.07,-0.63,0,0,0,-0.4225,-0.5762,0.4384,0.5451,-2.41,9.47,-0.57,0,0,0,0.514,0.6435,0.2022,0.5297,4.6,8.55,0.92,0,0,0
526561,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,-0.0128,-0.0037,-23.6646,-18.0396,0.0766,9.8378,0.1245,-0.2136,-2.1667,-0.7019,0.0766,9.8378,0.1245,-0.2136,-2.1667,-0.7019,-7.8496,1.3524,5.6793,-0.0583,-0.0674,0.0019,0.4975,-0.3311,0.3231,0.7338,0.5668,0.4082,0.5856,-0.4111,-9.81,-0.17,-0.22,0,0,0,0.4045,0.6065,0.4678,0.4994,2.13,9.38,-1.77,0,0,0,0.2959,0.556,0.4848,0.6068,3.72,8.97,-0.9,0,0,0,-0.4999,-0.4928,-0.5208,0.4856,-9.86,-0.07,-0.58,0,0,0,-0.4225,-0.5762,0.4384,0.5451,-2.41,9.47,-0.57,0,0,0,0.514,0.6434,0.2023,0.5298,4.6,8.56,0.93,0,0,0
526562,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,0.0073,-0.0128,-23.6646,-18.0396,0.0694,9.7683,0.0958,-0.1221,-2.2583,-0.2441,0.0694,9.7683,0.0958,-0.1221,-2.2583,-0.2441,-7.8715,1.3576,5.7039,-0.0626,-0.0679,0.0042,0.4975,-0.331,0.3229,0.7339,0.5668,0.4082,0.5856,-0.4111,-9.81,-0.17,-0.22,0,0,0,0.4045,0.6065,0.4678,0.4995,2.12,9.39,-1.79,0,0,0,0.2959,0.5559,0.4848,0.6068,3.73,9.01,-0.9,0,0,0,-0.4999,-0.4928,-0.5208,0.4856,-9.86,-0.07,-0.58,0,0,0,-0.4225,-0.5762,0.4384,0.5451,-2.41,9.47,-0.57,0,0,0,0.514,0.6434,0.2023,0.5298,4.6,8.56,0.93,0,0,0
526563,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,0,-0.0128,-23.6646,-18.0396,0.0742,9.8761,0.1101,-0.2747,-2.533,-0.5493,0.0742,9.8761,0.1101,-0.2747,-2.533,-0.5493,-7.8715,1.3576,5.7039,-0.0626,-0.0679,0.0042,0.4975,-0.331,0.3229,0.7339,0.5668,0.4082,0.5856,-0.4111,-9.83,-0.16,-0.2,0,0,0,0.4045,0.6065,0.4678,0.4995,2.07,9.41,-1.79,0,0,0,0.2958,0.5559,0.4848,0.6069,3.72,8.99,-0.9,0,0,0,-0.4999,-0.4928,-0.5208,0.4855,-9.81,-0.08,-0.38,0,0,0,-0.4225,-0.5763,0.4383,0.545,-2.39,9.47,-0.56,0,0,0,0.514,0.6434,0.2024,0.5298,4.57,8.56,0.92,0,0,0
526564,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,-0.0146,0.0256,-23.6646,-18.0396,0.0527,9.8354,0.079,-0.3662,-2.3193,-0.5188,0.0527,9.8354,0.079,-0.3662,-2.3193,-0.5188,-7.8715,1.3576,5.7039,-0.0626,-0.0679,0.0042,0.4975,-0.331,0.3229,0.7339,0.5668,0.4082,0.5856,-0.411,-9.8,-0.17,-0.22,0,0,0,0.4044,0.6065,0.4678,0.4995,2.1,9.41,-1.78,0,0,0,0.2958,0.5559,0.4848,0.6069,3.69,8.99,-0.9,0,0,0,-0.4999,-0.4928,-0.5208,0.4855,-9.79,-0.08,-0.21,0,0,0,-0.4225,-0.5764,0.4383,0.545,-2.41,9.48,-0.57,0,0,0,0.514,0.6434,0.2024,0.5298,4.57,8.56,0.92,0,0,0
526565,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,-0.011,-0.0073,-23.6646,-18.0396,0.0694,9.8019,0.0694,-0.3662,-2.3499,-0.6104,0.0694,9.8019,0.0694,-0.3662,-2.3499,-0.6104,-7.8886,1.3962,5.6982,-0.0661,-0.0728,0.0032,0.4975,-0.331,0.3227,0.734,0.5668,0.4082,0.5857,-0.411,-9.81,-0.16,-0.22,0,0,0,0.4044,0.6064,0.4679,0.4996,2.14,9.4,-1.76,0,0,0,0.2958,0.5558,0.4848,0.607,3.67,9.01,-0.93,0,0,0,-0.5,-0.4928,-0.5208,0.4855,-9.79,-0.05,-0.21,0,0,0,-0.4225,-0.5764,0.4383,0.5449,-2.38,9.49,-0.54,0,0,0,0.5139,0.6434,0.2025,0.5299,4.55,8.58,0.93,0,0,0
526566,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,0.011,-0.0073,-23.6646,-18.0396,0.0311,9.8474,0.0742,-0.1526,-2.4109,-0.3662,0.0311,9.8474,0.0742,-0.1526,-2.4109,-0.3662,-7.8886,1.3962,5.6982,-0.0661,-0.0728,0.0032,0.4975,-0.331,0.3227,0.734,0.5668,0.4082,0.5857,-0.4109,-9.81,-0.17,-0.22,0,0,0,0.4044,0.6064,0.4679,0.4996,2.14,9.4,-1.76,0,0,0,0.2958,0.5558,0.4848,0.607,3.67,9.01,-0.93,0,0,0,-0.5,-0.4928,-0.5208,0.4854,-9.78,-0.07,-0.23,0,0,0,-0.4225,-0.5764,0.4383,0.5449,-2.38,9.49,-0.54,0,0,0,0.5139,0.6433,0.2025,0.5299,4.56,8.57,0.95,0,0,0
526567,0,0,1,-22.2583,-15.4468,-9.6021,-2.7905,-0.0037,-0.0201,-23.6646,-18.0396,0.067,9.833,0.1077,-0.3357,-2.5635,-0.4578,0.067,9.833,0.1077,-0.3357,-2.5635,-0.4578,-7.9137,1.3822,5.6737,-0.0643,-0.0673,0.0058,0.4975,-0.331,0.3225,0.7341,0.5668,0.4082,0.5857,-0.4109,-9.81,-0.17,-0.22,0,0,0,0.4044,0.6064,0.4679,0.4996,2.17,9.41,-1.75,0,0,0,0.2957,0.5557,0.4848,0.6071,3.67,9.04,-0.91,0,0,0,-0.5,-0.4928,-0.5208,0.4854,-9.78,-0.07,-0.23,0,0,0,-0.4226,-0.5764,0.4382,0.5449,-2.36,9.5,-0.52,0,0,0,0.5139,0.6433,0.2025,0.5299,4.57,8.55,0.95,0,0,0
526568,0,0,1,-22.2363,-15.4468,-9.5801,-2.7905,-0.0055,-0.0073,-23.6646,-18.0396,0.0407,9.7731,0.0742,-0.0305,-2.5635,-0.3662,0.0407,9.7731,0.0742,-0.0305,-2.5635,-0.3662,-7.9137,1.3822,5.6737,-0.0643,-0.0673,0.0058,0.4975,-0.331,0.3225,0.7341,0.5668,0.4083,0.5858,-0.4109,-9.81,-0.18,-0.23,0,0,0,0.4043,0.6064,0.4679,0.4997,2.22,9.39,-1.75,0,0,0,0.2956,0.5557,0.4848,0.6072,3.68,9.02,-0.92,0,0,0,-0.5,-0.4928,-0.5209,0.4854,-9.77,-0.08,-0.19,0,0,0,-0.4226,-0.5765,0.4382,0.5449,-2.36,9.49,-0.52,0,0,0,0.5139,0.6433,0.2025,0.5299,4.57,8.55,0.95,0,0,0
526569,0,0,1,-22.2363,-15.4468,-9.5801,-2.7905,0.0201,0.0092,-23.6646,-18.0396,0.0479,9.8162,0.0862,-0.3967,-2.5635,-0.4578,0.0479,9.8162,0.0862,-0.3967,-2.5635,-0.4578,-7.9137,1.3822,5.6737,-0.0643,-0.0673,0.0058,0.4975,-0.331,0.3225,0.7341,0.5668,0.4083,0.5858,-0.4108,-9.81,-0.17,-0.24,0,0,0,0.4043,0.6063,0.4679,0.4997,2.24,9.42,-1.71,0,0,0,0.2956,0.5556,0.4848,0.6072,3.7,9.04,-0.9,0,0.1,0,-0.5,-0.4928,-0.5209,0.4854,-9.8,-0.08,-0.14,0,0,0,-0.4226,-0.5765,0.4382,0.5449,-2.36,9.47,-0.51,0,0,0,0.5139,0.6433,0.2026,0.53,4.58,8.51,0.98,0,0,0
526570,0,0,1,-22.2363,-15.4468,-9.5801,-2.7905,0.0037,0.0165,-23.6646,-18.0396,0.0766,9.7875,0.091,-0.2747,-2.3804,-0.1526,0.0766,9.7875,0.091,-0.2747,-2.3804,-0.1526,-7.9039,1.3668,5.6936,-0.0632,-0.0638,0.0089,0.4975,-0.3309,0.3223,0.7343,0.5668,0.4083,0.5858,-0.4107,-9.79,-0.17,-0.24,0,0,0,0.4043,0.6063,0.468,0.4998,2.27,9.43,-1.69,0,0,0,0.2955,0.5555,0.4848,0.6074,3.71,9.04,-0.89,0,0.1,0,-0.5001,-0.4928,-0.5209,0.4853,-9.83,-0.08,-0.11,0,0,0,-0.4226,-0.5765,0.4382,0.5449,-2.32,9.46,-0.52,0,0,0,0.5139,0.6432,0.2026,0.53,4.58,8.44,0.96,0,0,0
