LoopCnt,H10Mode,H10AssistLevel,ImuHubConnected,LeftHipAngle,RightHipAngle,LeftThighAngle,RightThighAngle,LeftHipTorque,RightHipTorque,LeftHipMotorAngle,RightHipMotorAngle,LeftHipImuGlobalAccX,LeftHipImuGlobalAccY,LeftHipImuGlobalAccZ,LeftHipImuGlobalGyrX,LeftHipImuGlobalGyrY,LeftHipImuGlobalGyrZ,RightHipImuGlobalAccX,RightHipImuGlobalAccY,RightHipImuGlobalAccZ,RightHipImuGlobalGyrX,RightHipImuGlobalGyrY,RightHipImuGlobalGyrZ,HeadIMU_LocalAccX,HeadIMU_LocalAccY,HeadIMU_LocalAccZ,HeadIMU_LocalGyrX,HeadIMU_LocalGyrY,HeadIMU_LocalGyrZ,HeadIMU_QuatW,HeadIMU_QuatX,HeadIMU_QuatY,HeadIMU_QuatZ,Pelvis_IMU_QuatW,Pelvis_IMU_QuatX,Pelvis_IMU_QuatY,Pelvis_IMU_QuatZ,Pelvis_IMU_AccX,Pelvis_IMU_AccY,Pelvis_IMU_AccZ,Pelvis_IMU_GyrX,Pelvis_IMU_GyrY,Pelvis_IMU_GyrZ,L_Upperarm_IMU_QuatW,L_Upperarm_IMU_QuatX,L_Upperarm_IMU_QuatY,L_Upperarm_IMU_QuatZ,L_Upperarm_IMU_AccX,L_Upperarm_IMU_AccY,L_Upperarm_IMU_AccZ,L_Upperarm_IMU_GyrX,L_Upperarm_IMU_GyrY,L_Upperarm_IMU_GyrZ,L_Lowerarm_IMU_QuatW,L_Lowerarm_IMU_QuatX,L_Lowerarm_IMU_QuatY,L_Lowerarm_IMU_QuatZ,L_Lowerarm_IMU_AccX,L_Lowerarm_IMU_AccY,L_Lowerarm_IMU_AccZ,L_Lowerarm_IMU_GyrX,L_Lowerarm_IMU_GyrY,L_Lowerarm_IMU_GyrZ,Chest_IMU_QuatW,Chest_IMU_QuatX,Chest_IMU_QuatY,Chest_IMU_QuatZ,Chest_IMU_AccX,Chest_IMU_AccY,Chest_IMU_AccZ,Chest_IMU_GyrX,Chest_IMU_GyrY,Chest_IMU_GyrZ,R_Upperarm_IMU_QuatW,R_Upperarm_IMU_QuatX,R_Upperarm_IMU_QuatY,R_Upperarm_IMU_QuatZ,R_Upperarm_IMU_AccX,R_Upperarm_IMU_AccY,R_Upperarm_IMU_AccZ,R_Upperarm_IMU_GyrX,R_Upperarm_IMU_GyrY,R_Upperarm_IMU_GyrZ,R_Lowerarm_IMU_QuatW,R_Lowerarm_IMU_QuatX,R_Lowerarm_IMU_QuatY,R_Lowerarm_IMU_QuatZ,R_Lowerarm_IMU_AccX,R_Lowerarm_IMU_AccY,R_Lowerarm_IMU_AccZ,R_Lowerarm_IMU_GyrX,R_Lowerarm_IMU_GyrY,R_Lowerarm_IMU_GyrZ
526571,0,0,1,-22.2363,-15.4468,-9.5801,-2.7905,0.011,0.0073,-23.6646,-18.0396,0.0694,9.7636,0.091,-0.2747,-2.6245,-0.5493,0.0694,9.7636,0.091,-0.2747,-2.6245,-0.5493,-7.9039,1.3668,5.6936,-0.0632,-0.0638,0.0089,0.4975,-0.3309,0.3223,0.7343,0.5668,0.4083,0.5859,-0.4107,-9.81,-0.16,-0.22,0,0,0,0.4042,0.6063,0.468,0.4998,2.29,9.45,-1.69,0,0,0,0.2955,0.5555,0.4848,0.6074,3.71,9.04,-0.89,0,0.1,0,-0.5001,-0.4928,-0.5209,0.4853,-9.82,-0.09,-0.14,0,0,0,-0.4226,-0.5765,0.4382,0.5449,-2.32,9.46,-0.52,0,0,0,0.5139,0.6432,0.2026,0.5301,4.59,8.41,0.95,0,0,0
526572,0,0,1,-22.2363,-15.4468,-9.5801,-2.7905,0.0092,0.0275,-23.6646,-18.0396,0.0527,9.7588,0.079,-0.0305,-2.3804,-0.2136,0.0527,9.7588,0.079,-0.0305,-2.3804,-0.2136,-7.8911,1.3353,5.7553,-0.0633,-0.0598,0.0082,0.4975,-0.3309,0.3221,0.7344,0.5668,0.4083,0.5859,-0.4107,-9.81,-0.16,-0.22,0,0,0,0.4042,0.6063,0.468,0.4998,2.29,9.45,-1.69,0,0,0,0.2954,0.5554,0.4848,0.6075,3.72,9.04,-0.89,0,0.1,0,-0.5002,-0.4928,-0.5209,0.4852,-9.83,-0.1,-0.17,0,0,0,-0.4226,-0.5765,0.4382,0.5448,-2.33,9.43,-0.54,0,0,0,0.5139,0.6432,0.2026,0.5301,4.57,8.38,0.92,0,0,0
526573,0,0,1,-22.2363,-15.4468,-9.5801,-2.7905,-0.0092,0.0128,-23.6646,-18.0396,0.0215,9.7683,0.0622,-0.2441,-2.4109,-0.3052,0.0215,9.7683,0.0622,-0.2441,-2.4109,-0.3052,-7.8911,1.3353,5.7553,-0.0633,-0.0598,0.0082,0.4975,-0.3309,0.3221,0.7344,0.5668,0.4083,0.5859,-0.4106,-9.8,-0.16,-0.24,0,0,0,0.4041,0.6063,0.468,0.4999,2.31,9.42,-1.68,0,0,0,0.2953,0.5553,0.4849,0.6076,3.72,9.05,-0.88,0,0.1,0,-0.5002,-0.4928,-0.5209,0.4852,-9.83,-0.1,-0.17,0,0,0,-0.4226,-0.5765,0.4382,0.5448,-2.35,9.41,-0.54,0,0,0,0.5139,0.6432,0.2026,0.5301,4.57,8.38,0.92,0,0,0
526574,0,0,1,-22.2363,-15.4468,-9.5801,-2.7905,-0.0055,0.0421,-23.6646,-18.0396,0.079,9.7348,0.0383,-0.3357,-2.4719,-0.3052,0.079,9.7348,0.0383,-0.3357,-2.4719,-0.3052,-7.8911,1.3353,5.7553,-0.0633,-0.0598,0.0082,0.4975,-0.3309,0.3221,0.7344,0.5667,0.4083,0.5859,-0.4106,-9.82,-0.15,-0.26,0,0,0,0.4041,0.6063,0.4681,0.4999,2.3,9.42,-1.69,0,0,0,0.2952,0.5552,0.4849,0.6077,3.72,9.04,-0.87,0,0.1,0,-0.5002,-0.4928,-0.5209,0.4852,-9.82,-0.12,-0.22,0,0,0,-0.4226,-0.5765,0.4382,0.5448,-2.36,9.41,-0.54,0,0,0,0.5139,0.6432,0.2026,0.5301,4.52,8.42,0.86,0,0,0
526575,0,0,1,-22.2363,-15.4468,-9.5801,-2.7905,-0.0165,-0.011,-23.6646,-18.0396,0.0503,9.7348,0.0215,-0.1221,-2.4414,-0.1526,0.0503,9.7348,0.0215,-0.1221,-2.4414,-0.1526,-7.9123,1.3503,5.7679,-0.0734,-0.0649,0.0103,0.4974,-0.3309,0.3219,0.7345,0.5667,0.4083,0.586,-0.4106,-9.8,-0.17,-0.28,0,0,0,0.404,0.6063,0.4681,0.4999,2.33,9.4,-1.69,0,0,0,0.2951,0.5551,0.4849,0.6078,3.73,9.05,-0.88,0,0.1,0,-0.5002,-0.4928,-0.521,0.4851,-9.83,-0.11,-0.25,0,0,0,-0.4226,-0.5765,0.4382,0.5448,-2.36,9.41,-0.54,0,0,0,0.5138,0.6432,0.2026,0.5302,4.56,8.59,0.85,0,0,0
526576,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,-0.0055,0.011,-23.6646,-18.0396,0.0144,9.7109,0.0694,0.0305,-2.2583,-0.3357,0.0144,9.7109,0.0694,0.0305,-2.2583,-0.3357,-7.9123,1.3503,5.7679,-0.0734,-0.0649,0.0103,0.4974,-0.3309,0.3219,0.7345,0.5667,0.4083,0.586,-0.4105,-9.8,-0.14,-0.29,0,0,0,0.404,0.6063,0.4681,0.4999,2.33,9.4,-1.69,0,0,0,0.2951,0.5551,0.4849,0.6078,3.73,9.05,-0.88,0,0.1,0,-0.5003,-0.4928,-0.521,0.4851,-9.83,-0.09,-0.17,0,0,0,-0.4226,-0.5765,0.4382,0.5449,-2.41,9.44,-0.52,0,0,0,0.5138,0.6432,0.2026,0.5302,4.63,8.71,0.9,0,0,0
526577,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,-0.0128,0.022,-23.6646,-18.0396,0.0335,9.7396,0.0287,-0.0305,-2.3499,-0.3967,0.0335,9.7396,0.0287,-0.0305,-2.3499,-0.3967,-7.9637,1.373,5.7525,-0.0771,-0.0624,0.0126,0.4974,-0.3308,0.3217,0.7346,0.5667,0.4083,0.586,-0.4105,-9.8,-0.14,-0.29,0,0,0,0.404,0.6062,0.4681,0.4999,2.32,9.37,-1.68,0,0,0,0.295,0.555,0.485,0.6079,3.75,9.04,-0.86,0,0.1,0,-0.5003,-0.4928,-0.521,0.4851,-9.83,-0.09,-0.17,0,0,0,-0.4225,-0.5765,0.4382,0.5449,-2.47,9.47,-0.52,0,0,0,0.5138,0.6432,0.2027,0.5302,4.63,8.74,0.94,0,0,0
526578,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,-0.0037,-0.0183,-23.6646,-18.0396,0.0263,9.73,0.0383,-0.0916,-2.2278,-0.1526,0.0263,9.73,0.0383,-0.0916,-2.2278,-0.1526,-7.9637,1.373,5.7525,-0.0771,-0.0624,0.0126,0.4974,-0.3308,0.3217,0.7346,0.5667,0.4083,0.586,-0.4105,-9.83,-0.14,-0.29,0,0,0,0.4039,0.6062,0.4681,0.5,2.32,9.4,-1.72,0,0,0,0.2949,0.5549,0.485,0.6081,3.75,9.03,-0.83,0,0.1,0,-0.5003,-0.4928,-0.521,0.485,-9.83,-0.09,-0.08,0,0,0,-0.4225,-0.5765,0.4382,0.5449,-2.49,9.49,-0.53,0,0,0,0.5138,0.6432,0.2027,0.5302,4.63,8.74,0.94,0,0,0
526579,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,-0.0183,0.0146,-23.6646,-18.0396,0.0144,9.6965,0.0383,0.1526,-2.1362,-0.5188,0.0144,9.6965,0.0383,0.1526,-2.1362,-0.5188,-7.9637,1.373,5.7525,-0.0771,-0.0624,0.0126,0.4974,-0.3308,0.3217,0.7346,0.5667,0.4083,0.586,-0.4104,-9.8,-0.16,-0.29,0,0,0,0.4039,0.6062,0.4681,0.5,2.34,9.39,-1.7,0,0,0,0.2948,0.5547,0.485,0.6082,3.76,9.04,-0.81,0,0.1,0,-0.5003,-0.4928,-0.521,0.485,-9.8,-0.09,-0.03,0,0,0,-0.4225,-0.5766,0.4382,0.5449,-2.53,9.5,-0.56,0,0,0,0.5138,0.6432,0.2027,0.5302,4.65,8.69,0.96,0,0,0
526580,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,0.0037,0.0037,-23.6646,-18.0396,0.0239,9.7444,0.0575,0,-2.3499,-0.1831,0.0239,9.7444,0.0575,0,-2.3499,-0.1831,-8.0018,1.3912,5.7216,-0.0754,-0.0579,0.0115,0.4974,-0.3308,0.3214,0.7347,0.5667,0.4083,0.5861,-0.4104,-9.8,-0.16,-0.28,0,0,0,0.4039,0.6062,0.4682,0.5,2.31,9.41,-1.69,0,0,0,0.2947,0.5546,0.4851,0.6083,3.78,9.05,-0.79,0,0.1,0,-0.5003,-0.4928,-0.5211,0.4849,-9.78,-0.09,-0.09,0,0,0,-0.4225,-0.5766,0.4382,0.5449,-2.53,9.5,-0.56,0,0,0,0.5138,0.6431,0.2027,0.5302,4.67,8.6,0.9,0,0,0
526581,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,-0.011,0.0275,-23.6646,-18.0396,0.0622,9.7396,-0.0024,0,-2.2583,-0.3967,0.0622,9.7396,-0.0024,0,-2.2583,-0.3967,-8.0018,1.3912,5.7216,-0.0754,-0.0579,0.0115,0.4974,-0.3308,0.3214,0.7347,0.5667,0.4083,0.5861,-0.4104,-9.81,-0.18,-0.28,0,0,0,0.4039,0.6062,0.4682,0.5,2.31,9.41,-1.69,0,0,0,0.2947,0.5546,0.4851,0.6083,3.78,9.05,-0.79,0,0.1,0,-0.5004,-0.4928,-0.5211,0.4849,-9.8,-0.09,-0.18,0,0,0,-0.4225,-0.5766,0.4382,0.5449,-2.53,9.51,-0.56,0,0,0,0.5138,0.6431,0.2027,0.5302,4.64,8.54,0.89,0,0,0
526582,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,0.0092,0.0092,-23.6646,-18.0396,0.0479,9.7252,0.0694,0.0916,-2.0142,-0.0305,0.0479,9.7252,0.0694,0.0916,-2.0142,-0.0305,-7.9401,1.3772,5.7168,-0.0755,-0.0464,0.0098,0.4973,-0.3308,0.3213,0.7349,0.5667,0.4083,0.5861,-0.4104,-9.81,-0.18,-0.28,0,0,0,0.4038,0.6062,0.4682,0.5,2.33,9.4,-1.7,0,0,0,0.2946,0.5545,0.4851,0.6085,3.82,9.06,-0.77,0,0.1,0,-0.5004,-0.4928,-0.5211,0.4849,-9.8,-0.09,-0.18,0,0,0,-0.4225,-0.5766,0.4382,0.5448,-2.49,9.49,-0.53,0,0,0,0.5138,0.6431,0.2027,0.5302,4.64,8.54,0.89,0,0,0
526583,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,-0.0055,-0.0183,-23.6646,-18.0396,0.0407,9.663,0.0407,0.1526,-2.4414,-0.2441,0.0407,9.663,0.0407,0.1526,-2.4414,-0.2441,-7.9401,1.3772,5.7168,-0.0755,-0.0464,0.0098,0.4973,-0.3308,0.3213,0.7349,0.5667,0.4083,0.5861,-0.4104,-9.81,-0.17,-0.28,0,0,0,0.4038,0.6062,0.4682,0.5,2.3,9.41,-1.72,0,0,0,0.2945,0.5544,0.4851,0.6086,3.81,9.06,-0.75,0,0.1,0,-0.5004,-0.4928,-0.5211,0.4848,-9.76,-0.1,-0.21,0,0,0,-0.4225,-0.5766,0.4381,0.5448,-2.48,9.49,-0.54,0,0,0,0.5138,0.6431,0.2027,0.5302,4.64,8.49,0.88,0,0,0
526584,0,0,1,-22.2583,-15.4468,-9.5801,-2.7686,-0.0183,-0.022,-23.6646,-18.0396,0.0551,9.754,0.0575,0.061,-2.1973,-0.2441,0.0551,9.754,0.0575,0.061,-2.1973,-0.2441,-7.9401,1.3772,5.7168,-0.0755,-0.0464,0.0098,0.4973,-0.3308,0.3213,0.7349,0.5667,0.4083,0.5862,-0.4103,-9.81,-0.17,-0.26,0,0,0,0.4038,0.6062,0.4682,0.5,2.28,9.41,-1.71,0,0,0,0.2944,0.5543,0.4851,0.6087,3.82,9.09,-0.76,0,0.1,0,-0.5004,-0.4928,-0.5211,0.4848,-9.78,-0.09,-0.23,0,0,0,-0.4225,-0.5767,0.4381,0.5448,-2.44,9.46,-0.52,0,0,0,0.5138,0.6431,0.2027,0.5302,4.6,8.49,0.87,0,0,0
526585,0,0,1,-22.2363,-15.4468,-9.5581,-2.7686,-0.011,-0.0092,-23.6646,-18.0396,0.0311,9.7205,0.0551,0.1221,-2.0447,-0.1831,0.0311,9.7205,0.0551,0.1221,-2.0447,-0.1831,-7.8829,1.3632,5.7221,-0.0705,-0.0369,0.0115,0.4973,-0.3308,0.3211,0.735,0.5667,0.4083,0.5862,-0.4103,-9.78,-0.15,-0.24,0,0,0,0.4038,0.6062,0.4682,0.5,2.3,9.41,-1.71,0,0,0,0.2943,0.5542,0.4852,0.6089,3.83,9.1,-0.74,0,0.1,0,-0.5004,-0.4928,-0.5212,0.4847,-9.78,-0.08,-0.23,0,0,0,-0.4225,-0.5767,0.4381,0.5448,-2.44,9.46,-0.52,0,0,0,0.5138,0.6431,0.2027,0.5302,4.65,8.49,0.86,0,0,0
526586,0,0,1,-22.2363,-15.4468,-9.5581,-2.7686,-0.0018,0.0037,-23.6646,-18.0396,0.0287,9.7396,0,0,-2.2583,-0.1221,0.0287,9.7396,0,0,-2.2583,-0.1221,-7.8829,1.3632,5.7221,-0.0705,-0.0369,0.0115,0.4973,-0.3308,0.3211,0.735,0.5667,0.4083,0.5862,-0.4102,-9.76,-0.15,-0.22,0,0,0,0.4038,0.6062,0.4682,0.5,2.3,9.41,-1.71,0,0,0,0.2943,0.5542,0.4852,0.6089,3.83,9.1,-0.74,0,0.1,0,-0.5005,-0.4928,-0.5212,0.4847,-9.77,-0.07,-0.25,0,0,0,-0.4225,-0.5767,0.4381,0.5448,-2.46,9.45,-0.52,0,0,0,0.5138,0.6431,0.2027,0.5302,4.66,8.51,0.88,0,0,0
526587,0,0,1,-22.2363,-15.4468,-9.5581,-2.7686,0.0018,0.0183,-23.6646,-18.0396,-0.0287,9.7396,0.0622,0.0916,-2.0142,-0.0916,-0.0287,9.7396,0.0622,0.0916,-2.0142,-0.0916,-7.8408,1.4167,5.6827,-0.0693,-0.0376,0.0107,0.4972,-0.3309,0.3209,0.7351,0.5667,0.4083,0.5862,-0.4102,-9.76,-0.15,-0.22,0,0,0,0.4038,0.6062,0.4682,0.5001,2.26,9.41,-1.67,0,0,0,0.2942,0.5541,0.4852,0.609,3.83,9.09,-0.74,0,0.1,0,-0.5005,-0.4928,-0.5212,0.4847,-9.77,-0.07,-0.25,0,0,0,-0.4225,-0.5767,0.4381,0.5448,-2.45,9.46,-0.53,0,0,0,0.5138,0.6431,0.2027,0.5302,4.71,8.55,0.9,0,0,0
526588,0,0,1,-22.2363,-15.4468,-9.5581,-2.7686,0.0018,0.0055,-23.6646,-18.0396,-0.0096,9.7157,0.0048,0.0916,-2.1973,-0.1526,-0.0096,9.7157,0.0048,0.0916,-2.1973,-0.1526,-7.8408,1.4167,5.6827,-0.0693,-0.0376,0.0107,0.4972,-0.3309,0.3209,0.7351,0.5666,0.4083,0.5863,-0.4102,-9.76,-0.16,-0.19,0,0,0,0.4038,0.6062,0.4682,0.5001,2.26,9.41,-1.64,0,0,0,0.2941,0.554,0.4852,0.6091,3.84,9.08,-0.73,0,0.1,0,-0.5005,-0.4928,-0.5212,0.4846,-9.75,-0.08,-0.26,0,0,0,-0.4225,-0.5767,0.4381,0.5448,-2.48,9.47,-0.52,0,0,0,0.5138,0.6431,0.2027,0.5302,4.71,8.55,0.9,0,0,0
526589,0,0,1,-22.2363,-15.4468,-9.5581,-2.7686,-0.0256,-0.0201,-23.6646,-18.0396,0.0168,9.7061,0.0383,0.2136,-1.9836,-0.2441,0.0168,9.7061,0.0383,0.2136,-1.9836,-0.2441,-7.8408,1.4167,5.6827,-0.0693,-0.0376,0.0107,0.4972,-0.3309,0.3209,0.7351,0.5666,0.4083,0.5863,-0.4101,-9.74,-0.17,-0.18,0,0,0,0.4038,0.6062,0.4682,0.5001,2.25,9.42,-1.62,0,0,0,0.294,0.5539,0.4852,0.6092,3.85,9.07,-0.72,0,0.1,0,-0.5005,-0.4928,-0.5212,0.4846,-9.74,-0.07,-0.28,0,0,0,-0.4224,-0.5767,0.4381,0.5448,-2.49,9.49,-0.51,0,0,0,0.5138,0.6431,0.2026,0.5302,4.73,8.6,0.91,0,0,0
526590,0,0,1,-22.2363,-15.4248,-9.5581,-2.7466,0.0183,0.0092,-23.6646,-18.0396,0.0215,9.7013,0.0455,0.0916,-1.9531,-0.3662,0.0215,9.7013,0.0455,0.0916,-1.9531,-0.3662,-7.8301,1.4443,5.6822,-0.073,-0.0318,0.0123,0.4972,-0.3309,0.3207,0.7352,0.5666,0.4083,0.5864,-0.4101,-9.76,-0.17,-0.17,0,0,0,0.4038,0.6062,0.4682,0.5001,2.26,9.4,-1.63,0,0,0,0.2939,0.5538,0.4853,0.6093,3.83,9.06,-0.72,0,0.1,0,-0.5005,-0.4928,-0.5212,0.4846,-9.74,-0.07,-0.29,0,0,0,-0.4224,-0.5767,0.4381,0.5448,-2.49,9.49,-0.5,0,0,0,0.5138,0.6431,0.2026,0.5303,4.73,8.62,0.91,0,0,0
526591,0,0,1,-22.2583,-15.4468,-9.5581,-2.7466,0.011,0.0073,-23.6646,-18.0396,-0.0144,9.7157,0.0599,0.1221,-1.8616,-0.1526,-0.0144,9.7157,0.0599,0.1221,-1.8616,-0.1526,-7.8301,1.4443,5.6822,-0.073,-0.0318,0.0123,0.4972,-0.3309,0.3207,0.7352,0.5666,0.4083,0.5864,-0.41,-9.75,-0.14,-0.16,0,0,0,0.4037,0.6062,0.4682,0.5001,2.28,9.4,-1.61,0,0,0,0.2939,0.5538,0.4853,0.6093,3.83,9.06,-0.72,0,0.1,0,-0.5005,-0.4928,-0.5212,0.4845,-9.7,-0.06,-0.28,0,0,0,-0.4224,-0.5767,0.4381,0.5448,-2.49,9.49,-0.5,0,0,0,0.5138,0.6431,0.2026,0.5303,4.75,8.6,0.89,0,0,0
526592,0,0,1,-22.2583,-15.4468,-9.5581,-2.7466,0.0092,0.0201,-23.6646,-18.0396,-0.0599,9.7348,0.0311,0.2747,-1.8616,-0.0916,-0.0599,9.7348,0.0311,0.2747,-1.8616,-0.0916,-7.7844,1.443,5.7258,-0.0663,-0.0276,0.0154,0.4971,-0.3309,0.3206,0.7353,0.5666,0.4083,0.5864,-0.41,-9.75,-0.14,-0.16,0,0,0,0.4037,0.6062,0.4682,0.5001,2.28,9.4,-1.61,0,0,0,0.2938,0.5537,0.4853,0.6094,3.83,9.05,-0.71,0,0.1,0,-0.5005,-0.4928,-0.5212,0.4845,-9.7,-0.06,-0.28,0,0,0,-0.4224,-0.5767,0.4381,0.5448,-2.48,9.5,-0.51,0,0,0,0.5138,0.6431,0.2026,0.5303,4.71,8.54,0.9,0,0,0
526593,0,0,1,-22.2583,-15.4468,-9.5581,-2.7466,0.0037,-0.0037,-23.6646,-18.0396,-0.0287,9.7061,0.091,0.2136,-2.0142,-0.2747,-0.0287,9.7061,0.091,0.2136,-2.0142,-0.2747,-7.7844,1.443,5.7258,-0.0663,-0.0276,0.0154,0.4971,-0.3309,0.3206,0.7353,0.5666,0.4084,0.5865,-0.41,-9.74,-0.13,-0.13,0,0,0,0.4037,0.6062,0.4682,0.5001,2.3,9.37,-1.61,0,0,0,0.2937,0.5536,0.4853,0.6096,3.84,9,-0.7,0,0.1,0,-0.5005,-0.4928,-0.5212,0.4845,-9.7,-0.06,-0.28,0,0,0,-0.4224,-0.5768,0.4381,0.5448,-2.48,9.49,-0.51,0,0,0,0.5138,0.6431,0.2026,0.5303,4.71,8.54,0.9,0,0,0
526594,0,0,1,-22.2583,-15.4468,-9.5581,-2.7466,-0.0183,-0.0037,-23.6646,-18.0396,-0.012,9.7588,0.0551,0.3052,-1.9531,-0.3357,-0.012,9.7588,0.0551,0.3052,-1.9531,-0.3357,-7.8038,1.438,5.7178,-0.0602,-0.0269,0.0159,0.4971,-0.3309,0.3204,0.7353,0.5666,0.4084,0.5865,-0.4099,-9.73,-0.14,-0.13,0,0,0,0.4037,0.6062,0.4682,0.5002,2.32,9.38,-1.6,0,0,0,0.2936,0.5535,0.4854,0.6097,3.84,8.98,-0.72,0,0.1,0,-0.5006,-0.4927,-0.5212,0.4845,-9.76,-0.05,-0.25,0,0,0,-0.4224,-0.5768,0.4381,0.5448,-2.48,9.49,-0.51,0,0,0,0.5138,0.6431,0.2026,0.5303,4.67,8.53,0.87,0,0,0
526595,0,0,1,-22.2583,-15.4468,-9.5581,-2.7466,0.0092,-0.0073,-23.6646,-18.0396,-0.0048,9.7109,0.0599,0.0916,-1.9531,-0.2747,-0.0048,9.7109,0.0599,0.0916,-1.9531,-0.2747,-7.8038,1.438,5.7178,-0.0602,-0.0269,0.0159,0.4971,-0.3309,0.3204,0.7353,0.5665,0.4084,0.5865,-0.4099,-9.78,-0.15,-0.15,0,0,0,0.4037,0.6062,0.4682,0.5002,2.33,9.36,-1.62,0,0,0,0.2935,0.5534,0.4854,0.6098,3.83,8.98,-0.73,0,0.1,0,-0.5006,-0.4927,-0.5213,0.4844,-9.77,-0.06,-0.23,0,0,0,-0.4224,-0.5768,0.4381,0.5448,-2.48,9.46,-0.53,0,0,0,0.5138,0.643,0.2026,0.5304,4.65,8.52,0.87,0,0,0
526596,0,0,1,-22.2583,-15.4468,-9.5581,-2.7466,0.0146,-0.0146,-23.6646,-18.0396,0,9.7157,0.0407,0.4272,-1.8921,-0.4883,0,9.7157,0.0407,0.4272,-1.8921,-0.4883,-7.8038,1.438,5.7178,-0.0602,-0.0269,0.0159,0.4971,-0.3309,0.3204,0.7353,0.5665,0.4084,0.5866,-0.4099,-9.75,-0.13,-0.16,0,0,0,0.4037,0.6062,0.4682,0.5002,2.33,9.36,-1.62,0,0,0,0.2935,0.5534,0.4854,0.6098,3.83,8.98,-0.73,0,0.1,0,-0.5007,-0.4927,-0.5213,0.4844,-9.73,-0.07,-0.22,0,0,0,-0.4224,-0.5768,0.4381,0.5448,-2.48,9.46,-0.53,0,0,0,0.5138,0.643,0.2026,0.5304,4.63,8.52,0.86,0,0,0
526597,0,0,1,-22.2583,-15.4468,-9.5581,-2.7466,0.0201,-0.0092,-23.6646,-18.0396,-0.0503,9.7061,0.0886,0.2747,-2.1057,-0.6104,-0.0503,9.7061,0.0886,0.2747,-2.1057,-0.6104,-7.8103,1.3926,5.7016,-0.0593,-0.0206,0.0148,0.497,-0.331,0.3203,0.7354,0.5665,0.4084,0.5866,-0.4099,-9.75,-0.13,-0.16,0,0,0,0.4036,0.6062,0.4683,0.5002,2.35,9.32,-1.61,0,0,0,0.2934,0.5533,0.4854,0.6099,3.84,8.98,-0.72,0,0.1,0,-0.5007,-0.4927,-0.5213,0.4844,-9.73,-0.07,-0.22,0,0,0,-0.4224,-0.5768,0.4381,0.5448,-2.48,9.47,-0.54,0,0,0,0.5138,0.643,0.2025,0.5304,4.63,8.51,0.87,0,0,0
526598,0,0,1,-22.2363,-15.4468,-9.5361,-2.7466,0.0146,-0.022,-23.6646,-18.0396,-0.0694,9.7205,0.0622,0.3052,-1.8616,-0.3052,-0.0694,9.7205,0.0622,0.3052,-1.8616,-0.3052,-7.8103,1.3926,5.7016,-0.0593,-0.0206,0.0148,0.497,-0.331,0.3203,0.7354,0.5665,0.4084,0.5866,-0.4098,-9.76,-0.14,-0.17,0,0,0,0.4036,0.6061,0.4683,0.5002,2.33,9.33,-1.63,0,0,0,0.2933,0.5533,0.4854,0.61,3.82,8.97,-0.74,0,0.1,0,-0.5007,-0.4927,-0.5213,0.4844,-9.67,-0.08,-0.23,0,0,0,-0.4224,-0.5768,0.4381,0.5447,-2.47,9.43,-0.52,0,0,0,0.5138,0.643,0.2025,0.5304,4.63,8.51,0.87,0,0,0
526599,0,0,1,-22.2363,-15.4468,-9.5361,-2.7466,-0.0037,-0.0165,-23.6646,-18.0396,-0.0239,9.7396,0.0622,0.4272,-2.0447,-0.1831,-0.0239,9.7396,0.0622,0.4272,-2.0447,-0.1831,-7.8079,1.3764,5.7509,-0.063,-0.0131,0.014,0.4969,-0.331,0.3202,0.7355,0.5665,0.4084,0.5867,-0.4098,-9.69,-0.11,-0.19,0,0,0,0.4036,0.6061,0.4683,0.5002,2.35,9.31,-1.62,0,0,0,0.2932,0.5532,0.4854,0.6101,3.81,8.95,-0.74,0,0.1,0,-0.5007,-0.4927,-0.5213,0.4843,-9.71,-0.09,-0.21,0,0,0,-0.4224,-0.5768,0.4381,0.5447,-2.46,9.45,-0.54,0,0,0,0.5138,0.643,0.2025,0.5304,4.67,8.55,0.87,0,0,0
526600,0,0,1,-22.2363,-15.4468,-9.5361,-2.7466,-0.011,-0.0092,-23.6646,-18.0396,-0.0622,9.7444,0.0694,0.3357,-1.9531,-0.4883,-0.0622,9.7444,0.0694,0.3357,-1.9531,-0.4883,-7.8079,1.3764,5.7509,-0.063,-0.0131,0.014,0.4969,-0.331,0.3202,0.7355,0.5664,0.4084,0.5867,-0.4097,-9.7,-0.13,-0.18,0,0,0,0.4035,0.6061,0.4683,0.5003,2.37,9.29,-1.64,0,0,0,0.2931,0.5531,0.4855,0.6102,3.81,8.95,-0.71,0,0.1,0,-0.5007,-0.4927,-0.5213,0.4843,-9.71,-0.09,-0.21,0,0,0,-0.4224,-0.5769,0.4381,0.5447,-2.44,9.44,-0.52,0,0,0,0.5137,0.643,0.2025,0.5305,4.66,8.54,0.89,0,0,0
